地區縣市,主管機關文件單位代碼,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間,各地短期補習班數量
桃園市政府,私立學育文理短期補習班高中分班,,Jaster.ku@msa.hinet.net,文理類,中壢區,2019-06-06,1296
桃園市政府,私立自強文理技藝短期補習班,,w68289@gmail.com,文理類,中壢區,2021-06-11,1296
桃園市政府,私立國興美語短期補習班,,yuenpatty@hotmail.com,外語類,中壢區,2006-01-17,1296
桃園市政府,私立企鵝家族語文數學科學短期補習班,,ivanchung1964@gmail.com,外語類,中壢區,2019-07-19,1296
桃園市政府,私立蘇菲雅美語短期補習班,,,外語類,中壢區,2006-12-26,1296
桃園市政府,私立成果文理語文短期補習班,,fashion4580923@gmail.com,文理類,中壢區,2009-08-19,1296
桃園市政府,私立汎迪爾英語短期補習班,446,frontiersy@yahoo.com.tw,外語類,中壢區,2001-02-12,1296
桃園市政府,朝陽富元教育股份有限公司附設私立朝揚文理短期補習班信義分班,,jy3573568@gmail.com,文理類,中壢區,2006-06-22,1296
桃園市政府,私立根元技藝短期補習班,,mpm4624607@gmail.com,其他類,中壢區,2006-01-25,1296
桃園市政府,私立橘諾美語文理短期補習班,,mj20091015@gmail.com,外語類,中壢區,2009-03-07,1296
桃園市政府,私立燈塔美語會話短期補習班,,lhacdemy@yahoo.com.tw,外語類,中壢區,2002-08-12,1296
桃園市政府,私立津煜美語電腦短期補習班,,,外語類,中壢區,2000-10-23,1296
桃園市政府,勝恩教育有限公司附設私立勝芯語文文理短期補習班,,nl4628805@meikoschool.com.tw,文理類,中壢區,2021-03-31,1296
桃園市政府,私立幸福瑞智技藝短期補習班,,happinessmontessori25@gmail.com,美容、美髮理髮類,中壢區,2022-05-31,1296
桃園市政府,私立齊勵美語短期補習班,,ginysc@gmail.com,外語類,中壢區,2016-09-14,1296
桃園市政府,私立英達語文數學短期補習班,,giraffe4514945@gmail.com,文理類,中壢區,2015-09-09,1296
桃園市政府,私立潮流舞蹈短期補習班,329,,音樂、舞蹈類,中壢區,1986-01-17,1296
桃園市政府,私立亘成文理語文珠心算短期補習班,,ssr525050@gmail.com,文理類,中壢區,2018-06-25,1296
桃園市政府,私立康翔語文文理短期補習班,,,文理類,中壢區,2014-07-09,1296
桃園市政府,私立關鍵學習語文短期補習班,,minianne0509@yahoo.com.tw,外語類,中壢區,2004-12-13,1296
桃園市政府,私立優立方語文數學短期補習班,,qingdakidcastle@gmail.com,外語類,中壢區,2020-07-03,1296
桃園市政府,私立秀明語文文理短期補習班,,leaderping@yahoo.com,文理類,中壢區,2016-01-22,1296
桃園市政府,私立彩曦文理語文短期補習班,,emily5168@hotmail.com.tw,文理類,中壢區,2019-06-14,1296
桃園市政府,私立興晟圍棋文理短期補習班,,hollyban@yahoo.com.tw,文理類,中壢區,2014-05-23,1296
桃園市政府,私立高明語文文理短期補習班,,mendy725@hotmail.com,文理類,中壢區,2012-01-11,1296
桃園市政府,私立艾貝思美語文理短期補習班,,chingliu2003@hotmail.com,文理類,中壢區,2020-01-02,1296
桃園市政府,私立彭老師美語文理短期補習班,,,外語類,中壢區,2001-07-06,1296
桃園市政府,私立力文文理短期補習班,191,,文理類,中壢區,1999-02-26,1296
桃園市政府,私立芙洛拉英語短期補習班,,flora921@yahoo.com,外語類,中壢區,2009-03-23,1296
桃園市政府,私立贏球美語文理短期補習班,,globa_b_k@yahoo.com.tw,文理類,中壢區,2007-09-27,1296
桃園市政府,私立愛加倍美語短期補習班,,,外語類,中壢區,2007-01-16,1296
桃園市政府,私立小小音樂家音樂短期補習班,,a0903028547@gmail.com,音樂、舞蹈類,中壢區,2012-12-06,1296
桃園市政府,私立柏克萊語文數學短期補習班,,h67168245@gmail.com,外語類,中壢區,2020-11-16,1296
桃園市政府,私立湯瑪士美語心算短期補習班,,,外語類,八德區,2006-04-24,1296
桃園市政府,私立琳恩語文數學文理短期補習班,,tw0983276700@gmail.com,外語類,八德區,2021-09-03,1296
桃園市政府,私立米克文創美術短期補習班,,maker.a8@msa.hinet.net,美術、書法、攝影、美工設計、圍棋類,八德區,2010-02-25,1296
桃園市政府,私立文言文理短期補習班,,s-school@yahoo.com.tw,文理類,八德區,2022-02-08,1296
桃園市政府,私立潔茜卡文理短期補習班,,ziliya@hotmail.com,文理類,八德區,2002-08-23,1296
桃園市政府,私立黃老師美語數學文理短期補習班,92,huang491219@yahoo.com.tw,文理類,八德區,1998-01-08,1296
桃園市政府,私立安翠詩舞蹈短期補習班,,viven6819@yahoo.com.tw,音樂、舞蹈類,八德區,2012-08-06,1296
桃園市政府,私立立人大成文理語文短期補習班,,kaikai721021@gmail.com,文理類,八德區,2005-03-23,1296
桃園市政府,私立瀚學文理美語短期補習班,,wang530813@gmail.com,文理類,八德區,2005-05-06,1296
桃園市政府,私立釩宇語文短期補習班,,stan403@gmail.com,外語類,八德區,2008-06-05,1296
桃園市政府,私立安心珠心算文理短期補習班,,mother7442@yahoo.com.tw,文理類,八德區,2000-03-31,1296
桃園市政府,私立貝貝鹿美語短期補習班,,giraffe3731198@gmail.com,外語類,八德區,2003-04-14,1296
桃園市政府,私立凱旋英語短期補習班,,,外語類,八德區,2004-08-31,1296
桃園市政府,私立大成文理短期補習班,,alisakiji@gmail.com,文理類,八德區,2009-12-30,1296
桃園市政府,私立經典大成文理語文短期補習班,,long168hair@yaoo.com.tw,文理類,八德區,2017-01-03,1296
桃園市政府,私立先鋒文理短期補習班,,claire_a7@yahoo.com.tw,文理類,八德區,2014-08-28,1296
桃園市政府,私立儒林大成文理短期補習班,,c081688@yahoo.com.tw,文理類,八德區,2021-06-18,1296
桃園市政府,私立皇家國豐語文數學短期補習班,,maggie1303tw@yahoo.com.tw,外語類,八德區,2020-02-13,1296
桃園市政府,私立小蒲公英數學文理美語作文短期補習班,,S861788@mail.yzu.edu.tw,文理類,八德區,2012-02-23,1296
桃園市政府,私立開普美語作文短期補習班,,,外語類,八德區,2001-12-04,1296
桃園市政府,私立葛萊文理美語短期補習班,,Claude3310@gmail.com,文理類,八德區,2020-03-24,1296
桃園市政府,私立米卡洛美語短期補習班,,long168hair@yaoo.com.tw,外語類,八德區,2008-06-18,1296
桃園市政府,私立文心數學語文短期補習班,,jennylee156166@gmail.com,文理類,八德區,2019-12-09,1296
桃園市政府,私立嘉全語文短期補習班,,hs2226@hess.com.tw,外語類,八德區,2020-10-12,1296
桃園市政府,私立名智文理短期補習班,,,文理類,八德區,2009-01-06,1296
桃園市政府,私立艾普樂斯英語短期補習班,,aplus033636276@yahoo.com.tw,外語類,八德區,2004-11-26,1296
桃園市政府,私立經典文理美語短期補習班,,long168hair @yahoo.com.tw,文理類,八德區,2005-01-31,1296
桃園市政府,智基科技開發股份有限公司附設私立新志光文理法商短期補習班,,a150828@cek.com.tw,文理類,八德區,2009-07-17,1296
桃園市政府,私立勵學文理短期補習班,,leadstudyclass@gmail.com,文理類,八德區,2017-11-09,1296
桃園市政府,私立育才文理美語短期補習班,190,school920601@yahoo.com.tw,文理類,八德區,1999-02-10,1296
桃園市政府,私立東華美語短期補習班,,joybadec@gmail.com,外語類,八德區,2003-12-03,1296
桃園市政府,私立賦有文理語文數學短期補習班 ,,fullyou@so-net.net.tw,文理類,八德區,2014-08-14,1296
桃園市政府,私立智聖多元圍棋短期補習班八德分班,,wisdom3611771@gmail.com,美術、書法、攝影、美工設計、圍棋類,八德區,2017-11-27,1296
桃園市政府,私立大智美語技藝短期補習班,443,,外語類,八德區,2001-01-03,1296
桃園市政府,私立樂恩語文珠算數學文理短期補習班,,addwin.wjg@gmail.com,文理類,八德區,2021-10-26,1296
桃園市政府,私立學盈語文文理短期補習班,,sda0715@yahoo.com.tw,文理類,八德區,2017-10-05,1296
桃園市政府,私立李衡文理短期補習班,,ognis168@hotmail.com,文理類,八德區,2009-11-12,1296
桃園市政府,私立承信美語短期補習班,,Mailone999@yahoo.com.tw,外語類,八德區,2004-07-23,1296
桃園市政府,私立科思文理短期補習班,,jenniferchangisme@gmail.com,文理類,八德區,2022-05-03,1296
桃園市政府,私立斐然語文數學短期補習班,,carolchinfy@yahoo.com.tw,外語類,八德區,2010-05-13,1296
桃園市政府,私立致勝文理美語短期補習班,,andy.s1598@gmail.com,文理類,八德區,2003-01-22,1296
桃園市政府,私立葳士頓美語短期補習班,,Jesuisclair@gmail.com,外語類,八德區,2012-11-28,1296
桃園市政府,私立文鼎語文文理短期補習班,,Wending3661993@gmail.com,文理類,八德區,2022-03-29,1296
桃園市政府,私立喬恩美語短期補習班,,a0972878023@gmail.com,外語類,八德區,2016-06-02,1296
桃園市政府,私立永達珠心算數學美語短期補習班,,33-winnie@yahoo.com.tw,商類：珠算、心算、會計,八德區,2006-07-18,1296
桃園市政府,私立英禾語文數學短期補習班,,,文理類,八德區,2015-07-23,1296
桃園市政府,私立光明文理美語短期補習班,,angry0930@gmail.com,文理類,八德區,2011-04-12,1296
桃園市政府,私立歐克思美語短期補習班,,claire20351@yahoo.com.tw,外語類,八德區,2011-08-11,1296
桃園市政府,私立肯格魯數學短期補習班,,jpchen0722@gmail.com,外語類,八德區,2005-03-09,1296
桃園市政府,私立碩苑美語短期補習班,,,外語類,八德區,2002-01-09,1296
桃園市政府,私立龍階美語短期補習班,406,,外語類,八德區,2001-05-30,1296
桃園市政府,私立大東森之星國際文理語文短期補習班,,kevinhaung08@yahoo.com.tw,文理類,八德區,2013-10-25,1296
桃園市政府,私立天毓語文文理短期補習班,,hsien.chi@hotmail.com,文理類,八德區,2009-08-20,1296
桃園市政府,私立佳恩語文數學文理短期補習班,,ntugavin@gmail.com,文理類,八德區,2020-12-16,1296
桃園市政府,私立忠勇美術短期補習班,,sart3366805@gmail.com,美術、書法、攝影、美工設計、圍棋類,八德區,2007-07-10,1296
桃園市政府,私立皮傑文理語文短期補習班,,patrickwu0725@gmail.com,文理類,八德區,2010-08-18,1296
桃園市政府,私立大金華英語會話短期補習班,405,,外語類,八德區,2000-01-26,1296
桃園市政府,私立翰敦園文理短期補習班,,,文理類,八德區,2003-11-07,1296
桃園市政府,私立利百加美語數學短期補習班,,cindy8815402@hotmail.com,外語類,八德區,2009-11-20,1296
桃園市政府,私立偉成語文短期補習班,,wdf7577@yahoo.com.tw,外語類,八德區,2017-12-20,1296
桃園市政府,私立禕姿舞蹈短期補習班 ,,Zing1212@hotmail.com,音樂、舞蹈類,八德區,2009-06-11,1296
桃園市政府,私立捷明文理語文數學短期補習班,,jming168@gmail.com,文理類,八德區,2011-09-15,1296
桃園市政府,私立學睿數學語文文理短期補習班,,arrow950441@gmail.com,文理類,八德區,2018-10-19,1296
桃園市政府,私立經緯文理美語短期補習班,,long168hair@yaoo.com.tw,文理類,八德區,2007-10-09,1296
桃園市政府,私立學而樂美語短期補習班,,fwvnet@ms17.hinet.net,外語類,八德區,2006-09-12,1296
桃園市政府,私立維一語文文理短期補習班,,hou.yi612@msa.hinet.net,文理類,八德區,2011-07-18,1296
桃園市政府,私立福僑數學語文短期補習班,,amyshiu6687@gmail.com,文理類,八德區,2019-04-01,1296
桃園市政府,私立傑克森美語短期補習班,,we022003@yahoo.com.tw,外語類,八德區,2000-03-01,1296
桃園市政府,私立楷麒文理語文短期補習班,,s-school@yahoo.com.tw,文理類,八德區,2009-02-26,1296
桃園市政府,私立昱志文理短期補習班,,chou55118@yahoo.com.tw,文理類,八德區,2007-06-14,1296
桃園市政府,私立第一樂章音樂短期補習班,,kawaiopusone@hotmail.com,音樂、舞蹈類,八德區,2020-04-16,1296
桃園市政府,私立崙晟文理美語短期補習班 ,,lunchen888@yahoo.com.tw,文理類,八德區,2008-10-06,1296
桃園市政府,私立優樂兒語文文理數學短期補習班,,Jovvy0209@yahoo.com.tw,文理類,八德區,2021-03-23,1296
桃園市政府,私立夢想森林音樂短期補習班,,muarttravel@gmail.com,音樂、舞蹈類,八德區,2013-04-16,1296
桃園市政府,私立集賢作文美語短期補習班,,dancebook@yahoo.com.tw,外語類,八德區,2006-08-11,1296
桃園市政府,私立三希堂文理美語數學短期補習班,,k1215ent@gmail.com,文理類,八德區,2018-04-26,1296
桃園市政府,私立吳老師文理美語短期補習班,,a0932932230@gmail.com,文理類,八德區,2006-12-27,1296
桃園市政府,私立匯儒文理短期補習班,,gest2345@gmail.com.tw,文理類,大園區,2021-02-05,1296
桃園市政府,私立華鐸美語文理短期補習班,,fjohn520@yahoo.com.tw,文理類,大園區,2006-09-22,1296
桃園市政府,私立巨鯨文理語文短期補習班,,,文理類,大園區,2003-10-21,1296
桃園市政府,私立巴哈音樂短期補習班大園分班,,,音樂、舞蹈類,大園區,2015-06-26,1296
桃園市政府,私立曼哈頓美語短期補習班,,manhattan.english@yahoo.com.tw,外語類,大園區,2008-05-28,1296
桃園市政府,私立群揚語文短期補習班,,Chun.yang46@msa.hinet.net,外語類,大園區,2007-09-11,1296
桃園市政府,私立葛洛莉英語短期補習班大園分班,,,外語類,大園區,2007-03-29,1296
桃園市政府,私立培瑞語文短期補習班,,dayuansesame@yahoo.com.tw,外語類,大園區,2015-11-23,1296
桃園市政府,私立辰星文理語文短期補習班,,tracy88888@msn.com,文理類,大園區,2012-04-16,1296
桃園市政府,私立保進美語數學短期補習班,,bowjinn.5500@gmail.com,文理類,大園區,2015-10-16,1296
桃園市政府,私立進步文理短期補習班,,jean56688@yahoo.com.tw,文理類,大園區,2016-07-01,1296
桃園市政府,私立佛利亞美語文理短期補習班,,foria39@yahoo.com,文理類,大園區,2011-02-17,1296
桃園市政府,私立怡家文理短期補習班,,andras23924@gmail.com,文理類,大園區,2005-10-13,1296
桃園市政府,私立逗點教室文理語文數學短期補習班,,andytaihome@gmail.com,文理類,大園區,2018-09-27,1296
桃園市政府,私立樺德美語短期補習班,,h0910618856@yahoo.com.tw,外語類,大園區,2006-01-18,1296
桃園市政府,私立華美珠心算語文短期補習班,,egria26@gmail.com.tw,外語類,大園區,2008-08-28,1296
桃園市政府,私立百勝文理語文技藝短期補習班,,Dreamhigh0606@yahoo.com.tw,文理類,大園區,2015-12-16,1296
桃園市政府,私立隆興數學短期補習班,187,longsing337@yahoo.com.tw,文理類,大園區,1998-05-25,1296
桃園市政府,私立蓋文文理語文短期補習班,,austin.qingpu@msa.hinet.net,文理類,大園區,2020-10-07,1296
桃園市政府,私立惠翔語文短期補習班,,sinn0415@gmail.com,外語類,大園區,2010-09-16,1296
桃園市政府,私立八方文理語文短期補習班,,,文理類,大園區,2007-03-21,1296
桃園市政府,私立福克斯文理語文數學短期補習班青埔分班,,tim6868tw@gmail.com,文理類,大園區,2021-04-06,1296
桃園市政府,私立文昌文理語文短期補習班,,linpinhan@hotmail.com,文理類,大園區,2007-03-27,1296
桃園市政府,私立辰星文理語文自然科學數學短期補習班青埔分班,,sunrise3858@hotmail.com,文理類,大園區,2021-08-11,1296
桃園市政府,私立藍獅數學自然文理短期補習班,,a0938928708@icloud.com,文理類,大園區,2019-12-09,1296
桃園市政府,精英國際教育管理顧問股份有限公司私立精湛文理短期補習班,,elite0000957@gmail.com,文理類,大園區,2020-08-11,1296
桃園市政府,私立文特蘭語文文理短期補習班,,edward.you@msa.hinet.net,外語類,大園區,2000-06-20,1296
桃園市政府,私立奧詩卡珠心算美語短期補習班,,,外語類,大園區,2003-09-25,1296
桃園市政府,私立里茲文理語文短期補習班,,carrielee0627@yahoo.com,文理類,大園區,2007-07-16,1296
桃園市政府,私立潘朵拉語文文理短期補習班,,,文理類,大園區,2007-01-18,1296
桃園市政府,私立耕華園文理短期補習班,,stanley680608@yahoo.com.tw,文理類,大園區,2005-02-22,1296
桃園市政府,私立文佑語文文理數學短期補習班,458,susan75117@yahoo.com.tw,文理類,大溪區,2001-03-13,1296
桃園市政府,私立青宏美語珠心算短期補習班,,osborn.live8@gmail.com,外語類,大溪區,2002-08-27,1296
桃園市政府,私立昇揚文理短期補習班,,h938568035@yahoo.com.tw,文理類,大溪區,2013-10-15,1296
桃園市政府,私立辰米技藝短期補習班,,littlemay420@msn.com,美術、書法、攝影、美工設計、圍棋類,大溪區,2022-05-20,1296
桃園市政府,私立美亞美語短期補習班,,mayyaenglishschool@yahoo.com.tw,外語類,大溪區,2000-09-28,1296
桃園市政府,私立頂強數學語文短期補習班,,,文理類,大溪區,2006-10-23,1296
桃園市政府,私立傑飛文理語文短期補習班,,bye331182@gmail.com,文理類,大溪區,2013-12-17,1296
桃園市政府,私立莫差特音樂文理短期補習班,,CMH.mozart@yahoo.com.tw,文理類,大溪區,2004-10-12,1296
桃園市政府,私立安森爾文理短期補習班,,exellent520@yahoo.com.tw,文理類,大溪區,2010-10-05,1296
桃園市政府,私立藤峰數學美語短期補習班 ,,keiko_x522@yahoo.com,文理類,大溪區,2015-11-06,1296
桃園市政府,私立浩哲文理短期補習班,,houther3805965@yahoo.com.tw,文理類,大溪區,2008-06-27,1296
桃園市政府,私立培元文理短期補習班,,hueiwen_992001@yahoo.com.tw,文理類,大溪區,2006-10-14,1296
桃園市政府,私立哲宥文理語文短期補習班仁和分班,,jy3071313@gmail.com,文理類,大溪區,2016-10-31,1296
桃園市政府,私立哲宥文理短期補習班,,jy3071313@gmail.com,文理類,大溪區,2011-10-24,1296
桃園市政府,私立仁和美語短期補習班,,iustdoit0308@gmail.com,外語類,大溪區,2014-08-20,1296
桃園市政府,私立銓心語文短期補習班,,,外語類,大溪區,2009-05-06,1296
桃園市政府,私立瑞淇語文短期補習班,,Rachel.eagle102@gmail.com,外語類,大溪區,2013-08-07,1296
桃園市政府,私立僑城英語數學文理短期補習班,,,文理類,大溪區,2014-02-12,1296
桃園市政府,私立立騰文理語文短期補習班,,van1030.tw@yahoo.com.tw,文理類,大溪區,2006-11-30,1296
桃園市政府,私立凱濼美語文理短期補習班,,jojoapr@gmail.com,文理類,大溪區,2020-03-19,1296
桃園市政府,私立武陵高手文理美語短期補習班,,chien9848@yahoo.com.tw,文理類,大溪區,2009-07-28,1296
桃園市政府,私立美亞美語短期補習班僑愛分班,,mayyaenglishschool@yahoo.com.tw,外語類,大溪區,2013-02-06,1296
桃園市政府,私立埼安語文文理短期補習班僑愛分班,,chiaoai.live@gmail.com,文理類,大溪區,2005-07-29,1296
桃園市政府,私立迪卡爾美語文理短期補習班,,dsc3072969@gmail.com,文理類,大溪區,2004-04-21,1296
桃園市政府,私立小領隊珠算語文短期補習班,,,外語類,大溪區,2006-09-12,1296
桃園市政府,私立貝特美語短期補習班,,Christiehuang75@hotmail.com,外語類,大溪區,2007-12-05,1296
桃園市政府,私立天龍文理短期補習班,,aking188588@yahoo.com.tw,文理類,大溪區,2012-02-01,1296
桃園市政府,私立愛學習文理語文數學心算短期補習班,,demi5423demi5423@yahoo.com,文理類,大溪區,2018-08-08,1296
桃園市政府,私立立凱英語數學短期補習班,,dorisys93@gmail.com,文理類,大溪區,2015-09-07,1296
桃園市政府,私立芸軒文理技藝短期補習班仁和分班,,amy_cute_QQ@hotmail.com,外語類,大溪區,2022-07-01,1296
桃園市政府,私立耕心文理短期補習班,,a097097@gmail.com,文理類,大溪區,2014-03-05,1296
桃園市政府,私立芸軒音樂美語短期補習班,,yunxuanmusic@hotmail.com,外語類,大溪區,2006-06-20,1296
桃園市政府,私立橙采文理語文短期補習班,,ruby3802275@gmail.com,文理類,大溪區,2016-08-29,1296
桃園市政府,私立英傑美語短期補習班,,a0978225789@gmail.com,外語類,大溪區,2008-11-25,1296
桃園市政府,私立聖翔美語短期補習班,,gl601222@yahoo.com.tw,外語類,大溪區,2006-06-08,1296
桃園市政府,私立何功文理短期補習班,,cyho610@gmail.com,文理類,大溪區,2017-07-28,1296
桃園市政府,私立維思登語文短期補習班田心分班,,,外語類,大溪區,2000-10-01,1296
桃園市政府,私立小飛象文理珠心算美語短期補習班,,,文理類,大溪區,2000-03-28,1296
桃園市政府,私立小熊文理語文珠心算數學短期補習班,,BlackHsiao@me.com,商類：珠算、心算、會計,大溪區,2001-11-06,1296
桃園市政府,私立江唐文理短期補習班,,jiang5257@yahoo.com.tw,文理類,大溪區,2004-03-17,1296
桃園市政府,私立育英文理短期補習班,175,ydmkininm1209@gmail.com,文理類,大溪區,1996-04-05,1296
桃園市政府,私立成龍語文短期補習班,,,外語類,大溪區,2006-09-12,1296
桃園市政府,私立大正語文文理短期補習班,,,文理類,大溪區,2010-11-16,1296
桃園市政府,私立劉老師文理短期補習班,,flyspco@yahoo.com.tw,文理類,平鎮區,2018-10-03,1296
桃園市政府,私立楊老師珠心算美語短期補習班,,ms.yang439@gmail.com,商類：珠算、心算、會計,平鎮區,2004-09-15,1296
桃園市政府,私立新全晟語文文理短期補習班,,success20161101@gmail.com,文理類,平鎮區,2017-07-28,1296
桃園市政府,私立誠禎文理短期補習班,,Apple7687oo@gmail.com,文理類,平鎮區,2022-06-20,1296
桃園市政府,私立艾美加美語短期補習班,,april.hrs12@gmail.com,外語類,平鎮區,2013-05-24,1296
桃園市政府,私立維也納音樂語文短期補習班,,rebecca86930@gmail.com,外語類,平鎮區,2009-12-30,1296
桃園市政府,私立雲端升學文理短期補習班,,a0915098727@gmail.com,文理類,平鎮區,2011-09-26,1296
桃園市政府,私立佳昌語文數學文理短期補習班,,joynanshih@gmail.com,外語類,平鎮區,2017-01-09,1296
桃園市政府,私立常春藤美語數學文理短期補習班,,mjc4396989@yahoo.com,文理類,平鎮區,2019-06-13,1296
桃園市政府,私立學堡美語文理音樂短期補習班,,,文理類,平鎮區,2013-11-26,1296
桃園市政府,私立宥翰文理短期補習班,,,文理類,平鎮區,2007-01-23,1296
桃園市政府,私立功學文理語文自然科學短期補習班,,jasonjason0709@gmail.com,文理類,平鎮區,2017-10-23,1296
桃園市政府,私立資優生珠心算短期補習班,,LO511006@yahoo.com.tw,商類：珠算、心算、會計,平鎮區,2009-10-30,1296
桃園市政府,私立洙泗語文文理短期補習班,,,文理類,平鎮區,2003-12-26,1296
桃園市政府,私立莎酈絲美語文理短期補習班,,,文理類,平鎮區,2007-01-17,1296
桃園市政府,私立文琳文理短期補習班,,,文理類,平鎮區,2003-07-25,1296
桃園市政府,私立易誠文理技藝 短期補習班,,q108@msq.mpmmath.com.tw,文理類,平鎮區,2006-01-10,1296
桃園市政府,私立允星數學文理短期補習班,,yunsing4682258@gmail.com,文理類,平鎮區,2020-08-19,1296
桃園市政府,私立喬文文理短期補習班,,fh0913141688@yahoo.com.tw,文理類,平鎮區,2000-07-17,1296
桃園市政府,私立喬加樂美語數學文理短期補習班-平鎮分班,,,文理類,平鎮區,2002-07-18,1296
桃園市政府,私立文田珠心算短期補習班,,Yu4686176@yahoo.com,商類：珠算、心算、會計,平鎮區,2002-01-04,1296
桃園市政府,私立子涵音樂短期補習班,,tainingpo@yahoo.com.tw,音樂、舞蹈類,平鎮區,2011-08-17,1296
桃園市政府,私立翔安美語珠心算短期補習班,422,kid-castle@yahoo.com.tw,外語類,平鎮區,2000-12-18,1296
桃園市政府,私立小奶爸美語技藝短期補習班,,nipa8663@yahoo.com.tw,外語類,平鎮區,2008-08-01,1296
桃園市政府,私立天力數學短期補習班,,maychunli@yahoo.com.tw,文理類,平鎮區,2009-11-24,1296
桃園市政府,私立東楷文理短期補習班,,u4606996@gmail.com,文理類,平鎮區,2008-05-07,1296
桃園市政府,私立新力文文理短期補習班,,Supersirl@yahoo.com.tw,文理類,平鎮區,2017-06-07,1296
桃園市政府,私立力揚文理語文短期補習班,,michelllelin@gmail.com,文理類,平鎮區,2004-05-19,1296
桃園市政府,私立信宏文理短期補習班,,ys.cheng@msa.hinet.net,文理類,平鎮區,2005-12-23,1296
桃園市政府,私立瑞思美語短期補習班,,resachung@yahoo.com.tw,外語類,平鎮區,2005-04-07,1296
桃園市政府,私立創價美語短期補習班,,a0919247307@gmail.com,外語類,平鎮區,2002-05-17,1296
桃園市政府,私立旭揚文理短期補習班,,lcy0167@msn.com,外語類,平鎮區,2022-04-15,1296
桃園市政府,私立建立文理短期補習班,,,文理類,平鎮區,2003-05-20,1296
桃園市政府,私立林華語文文理短期補習班,,lrj1967@ms53.hinet.net,文理類,平鎮區,2009-11-05,1296
桃園市政府,私立華岡語文短期補習班,,ip868@yahoo.com.tw,外語類,平鎮區,2008-12-01,1296
桃園市政府,私立新小狀元珠算短期補習班,222,s4912397@gmail.com,商類：珠算、心算、會計,平鎮區,1997-05-20,1296
桃園市政府,私立瑞文技藝短期補習班,,regina.leeng7354@gmail.com,其他類,平鎮區,2007-11-13,1296
桃園市政府,私立馨勵德文理語文數學短期補習班,,id4son@pchome.com.tw,文理類,平鎮區,2009-09-23,1296
桃園市政府,私立福克斯文理語文短期補習班,,claireyeho0630@gmail.com,文理類,平鎮區,2010-11-30,1296
桃園市政府,私立加大美語珠心算短期補習班,455,a0963303204@gmail.com,外語類,平鎮區,2001-03-09,1296
桃園市政府,私立謝老師美術短期補習班,,tw_cccp@yahoo.com.tw,美術、書法、攝影、美工設計、圍棋類,平鎮區,2013-03-25,1296
桃園市政府,私立大格文理語文短期補習班,38,fudan.live@gmail.com,文理類,平鎮區,1989-09-01,1296
桃園市政府,私立揚格美語短期補習班,,,外語類,平鎮區,2003-12-26,1296
桃園市政府,私立聖芬騰美語短期補習班,,ugoxxto@hotmail.com,外語類,平鎮區,2009-07-08,1296
桃園市政府,私立思研文理短期補習班,,lovemathway@gmail.com,文理類,平鎮區,2020-10-07,1296
桃園市政府,私立奇果數學語文短期補習班,,carolhsu18@yahoo.com.tw,文理類,平鎮區,2018-05-15,1296
桃園市政府,私立大銘語文文理數學短期補習班,,weiyun0218@gmail.com,文理類,平鎮區,2008-07-16,1296
桃園市政府,私立育苗美語文理短期補習班,,cenerentolacarina@gmail.com,文理類,平鎮區,2013-09-27,1296
桃園市政府,私立傑出語文短期補習班,77,,外語類,平鎮區,1998-01-13,1296
桃園市政府,私立巴赫音樂美語短期補習班,,bach.robot@gmail.com,外語類,平鎮區,2006-12-29,1296
桃園市政府,私立吉鹿美語短期補習班,,,外語類,平鎮區,2002-09-20,1296
桃園市政府,私立聖揚文理美語珠心算短期補習班,,,文理類,平鎮區,2001-05-29,1296
桃園市政府,私立普利斯堡英語會話短期補習班,,cindy1967@pchome.com.tw,外語類,平鎮區,1999-04-07,1296
桃園市政府,私立勵成語文文理短期補習班,,,文理類,平鎮區,2012-10-04,1296
桃園市政府,私立廷和語文文理短期補習班,,,文理類,平鎮區,2012-10-08,1296
桃園市政府,私立翊成文理短期補習班,,es4271250@gmail.com,文理類,平鎮區,2022-01-19,1296
桃園市政府,私立愛因斯坦美語短期補習班,,liu_chia_chun@yahoo.com,外語類,平鎮區,2004-03-04,1296
桃園市政府,私立復旦智城文理數學語文短期補習班,,s4934260@gmail.com,文理類,平鎮區,2019-02-15,1296
桃園市政府,私立錢老師語文音樂文理短期補習班,,s966928@gmail.com,文理類,平鎮區,2014-11-18,1296
桃園市政府,私立興儒文理短期補習班中壢分班,,kayinortin@hotmail.com,文理類,平鎮區,2019-04-15,1296
桃園市政府,私立漢揚文理語文短期補習班,,Leem38481@gmail.com,文理類,平鎮區,2007-04-26,1296
桃園市政府,私立宏義文理短期補習班,,ggmm520@yahoo.com.tw,文理類,平鎮區,2001-06-13,1296
桃園市政府,私立弘道文理短期補習班,,hd_prola@yahoo.com.tw,文理類,平鎮區,2005-11-14,1296
桃園市政府,私立今華美容短期補習班,285,lvhschool88@gmail.com,美容、美髮理髮類,平鎮區,1998-11-05,1296
桃園市政府,私立胡老師文理短期補習班,,sure8863@yahoo.com.tw,文理類,平鎮區,2001-08-17,1296
桃園市政府,私立育林文理語文短期補習班,198,zyknowhow@yahoo.com.tw,文理類,平鎮區,1999-04-20,1296
桃園市政府,私立躍騰文理短期補習班平鎮分班,,Superlucky229@gmail.com,文理類,平鎮區,2017-11-23,1296
